index,dose,year,fold
2368,2.5pM,2013,train
2369,2.5pM,2013,train
2370,2.5pM,2013,train
2371,2.5pM,2013,train
2372,2.5pM,2013,train
2373,2.5pM,2013,train
2374,2.5pM,2013,test
2375,2.5pM,2013,train
2376,2.5pM,2013,train
2377,2.5pM,2013,train
2378,2.5pM,2013,train
2379,2.5pM,2013,validate
2380,2.5pM,2013,train
2381,2.5pM,2013,train
2382,2.5pM,2013,train
2383,2.5pM,2013,train
2384,2.5pM,2013,train
2385,2.5pM,2013,train
2386,2.5pM,2013,validate
2387,2.5pM,2013,train
2388,2.5pM,2013,train
2389,2.5pM,2013,train
2390,2.5pM,2013,train
2391,2.5pM,2013,train
2392,2.5pM,2013,train
2393,2.5pM,2013,train
2394,2.5pM,2013,train
2395,2.5pM,2013,test
2396,2.5pM,2013,validate
2397,2.5pM,2013,train
2398,2.5pM,2013,train
2399,2.5pM,2013,train
2400,2.5pM,2013,validate
2401,2.5pM,2013,train
2402,2.5pM,2013,train
2403,2.5pM,2013,train
2404,2.5pM,2013,train
2405,2.5pM,2013,train
2406,2.5pM,2013,train
2407,2.5pM,2013,train
2408,2.5pM,2013,train
2409,2.5pM,2013,validate
2410,2.5pM,2013,train
2411,2.5pM,2013,train
2412,2.5pM,2013,train
2413,2.5pM,2013,train
2414,2.5pM,2013,train
2415,2.5pM,2013,train
2416,2.5pM,2013,train
2417,2.5pM,2013,train
2418,2.5pM,2013,train
2419,2.5pM,2013,test
2420,2.5pM,2013,train
2421,2.5pM,2013,train
2422,2.5pM,2013,test
2423,2.5pM,2013,train
2424,2.5pM,2013,train
2425,2.5pM,2013,test
2426,2.5pM,2013,train
2427,2.5pM,2013,train
2428,2.5pM,2013,train
2429,2.5pM,2013,train
2430,2.5pM,2013,train
2431,2.5pM,2013,train
2432,2.5pM,2013,train
2433,2.5pM,2013,validate
2434,2.5pM,2013,train
2435,2.5pM,2013,train
2436,2.5pM,2013,train
2437,2.5pM,2013,validate
2438,2.5pM,2013,validate
2439,2.5pM,2013,test
2440,2.5pM,2013,train
2441,2.5pM,2013,train
2442,2.5pM,2013,train
2443,2.5pM,2013,train
2444,2.5pM,2013,train
2445,2.5pM,2013,train
2446,2.5pM,2013,train
2447,2.5pM,2013,test
2448,2.5pM,2013,train
2449,2.5pM,2013,test
2450,2.5pM,2013,train
2451,2.5pM,2013,train
2452,2.5pM,2013,train
2453,2.5pM,2013,train
2454,2.5pM,2013,train
2455,2.5pM,2013,train
2456,2.5pM,2013,train
2457,2.5pM,2013,train
2458,2.5pM,2013,train
2459,2.5pM,2013,train
2460,2.5pM,2013,train
2461,2.5pM,2013,train
2462,2.5pM,2013,train
2463,2.5pM,2013,test
2464,2.5pM,2013,validate
2465,2.5pM,2013,train
2466,2.5pM,2013,train
2467,2.5pM,2013,validate
2468,2.5pM,2013,test
2469,2.5pM,2013,test
2470,2.5pM,2013,train
2471,2.5pM,2013,test
2472,2.5pM,2013,validate
2473,2.5pM,2013,train
2474,2.5pM,2013,train
2475,2.5pM,2013,train
2476,2.5pM,2013,train
2477,2.5pM,2013,train
2478,2.5pM,2013,train
2479,2.5pM,2013,train
2480,2.5pM,2013,train
2481,2.5pM,2013,train
2482,2.5pM,2013,train
2483,2.5pM,2013,train
2484,2.5pM,2013,train
2485,2.5pM,2013,train
2486,2.5pM,2013,train
2487,2.5pM,2013,validate
2488,2.5pM,2013,train
2489,2.5pM,2013,train
2490,2.5pM,2013,validate
2491,2.5pM,2013,train
2492,2.5pM,2013,train
2493,2.5pM,2013,train
2494,2.5pM,2013,train
2495,2.5pM,2013,test
2496,2.5pM,2013,train
2497,2.5pM,2013,train
2498,2.5pM,2013,validate
2499,2.5pM,2013,train
2500,2.5pM,2013,train
2501,2.5pM,2013,train
2502,2.5pM,2013,train
2503,2.5pM,2013,train
2504,2.5pM,2013,train
2505,2.5pM,2013,train
2506,2.5pM,2013,train
2507,2.5pM,2013,train
2508,2.5pM,2013,train
2509,2.5pM,2013,train
2510,2.5pM,2013,test
2511,2.5pM,2013,train
2512,2.5pM,2013,train
2513,2.5pM,2013,train
2514,2.5pM,2013,validate
2515,2.5pM,2013,train
2516,2.5pM,2013,train
2517,2.5pM,2013,train
2518,2.5pM,2013,train
2519,2.5pM,2013,train
2520,2.5pM,2013,train
2521,2.5pM,2013,test
2522,2.5pM,2013,train
2523,2.5pM,2013,train
2524,2.5pM,2013,train
2525,2.5pM,2013,train
2526,2.5pM,2014,train
2527,2.5pM,2014,train
2528,2.5pM,2014,test
2529,2.5pM,2014,test
2530,2.5pM,2014,train
2531,2.5pM,2014,train
2532,2.5pM,2014,train
2533,2.5pM,2014,test
2534,2.5pM,2014,train
2535,2.5pM,2014,train
2536,2.5pM,2014,train
2537,2.5pM,2014,train
2538,2.5pM,2014,test
2539,2.5pM,2014,train
2540,2.5pM,2014,train
2541,2.5pM,2014,validate
2542,2.5pM,2014,train
2543,2.5pM,2014,train
2544,2.5pM,2014,train
2545,2.5pM,2014,train
2546,2.5pM,2014,train
2547,2.5pM,2014,train
2548,2.5pM,2014,train
2549,2.5pM,2014,train
2550,2.5pM,2014,train
2551,2.5pM,2014,train
2552,2.5pM,2014,train
2553,2.5pM,2014,train
2554,2.5pM,2014,test
2555,2.5pM,2014,validate
2556,2.5pM,2014,train
2557,2.5pM,2014,train
2558,2.5pM,2014,train
2559,2.5pM,2014,train
2560,2.5pM,2014,train
2561,2.5pM,2014,train
2562,2.5pM,2014,train
2563,2.5pM,2014,train
2564,2.5pM,2014,train
2565,2.5pM,2014,train
2566,2.5pM,2014,train
2567,2.5pM,2014,train
2568,2.5pM,2014,train
2569,2.5pM,2014,train
2570,2.5pM,2014,test
2571,2.5pM,2014,test
2572,2.5pM,2014,train
2573,2.5pM,2014,validate
2574,2.5pM,2014,train
2575,2.5pM,2014,train
2576,2.5pM,2014,train
2577,2.5pM,2014,train
2578,2.5pM,2014,train
2579,2.5pM,2014,train
2580,2.5pM,2014,validate
2581,2.5pM,2014,train
2582,2.5pM,2014,train
2583,2.5pM,2014,train
2584,2.5pM,2014,train
2585,2.5pM,2014,train
2586,2.5pM,2014,train
2587,2.5pM,2014,train
2588,2.5pM,2014,train
2589,2.5pM,2014,train
2590,2.5pM,2014,train
2591,2.5pM,2014,train
2592,2.5pM,2014,train
2593,2.5pM,2014,train
2594,2.5pM,2014,train
2595,2.5pM,2014,train
2596,2.5pM,2014,train
2597,2.5pM,2014,train
2598,2.5pM,2014,train
2599,2.5pM,2014,validate
2600,2.5pM,2014,train
2601,2.5pM,2014,train
2602,2.5pM,2014,test
2603,2.5pM,2014,test
2604,2.5pM,2014,train
2605,2.5pM,2014,validate
2606,2.5pM,2014,train
2607,2.5pM,2014,train
2608,2.5pM,2014,train
2609,2.5pM,2014,validate
2610,2.5pM,2014,train
2611,2.5pM,2014,validate
2612,2.5pM,2014,train
2613,2.5pM,2014,train
2614,2.5pM,2014,train
2615,2.5pM,2014,train
2616,2.5pM,2014,train
2617,2.5pM,2014,train
2618,2.5pM,2014,test
2619,2.5pM,2014,train
2620,2.5pM,2014,train
2621,2.5pM,2014,train
2622,2.5pM,2014,validate
2623,2.5pM,2014,train
2624,2.5pM,2014,train
2625,2.5pM,2014,train
2626,2.5pM,2014,train
2627,2.5pM,2014,train
2628,2.5pM,2014,train
2629,2.5pM,2014,train
2630,2.5pM,2014,train
2631,2.5pM,2014,train
2632,2.5pM,2014,train
2633,2.5pM,2014,train
2634,2.5pM,2014,train
2635,2.5pM,2014,train
2636,2.5pM,2014,train
2637,2.5pM,2014,train
2638,2.5pM,2014,train
2639,2.5pM,2014,train
2640,2.5pM,2014,train
2641,2.5pM,2014,train
2642,2.5pM,2014,validate
2643,2.5pM,2014,train
2644,2.5pM,2014,train
2645,2.5pM,2014,train
2646,2.5pM,2014,train
2647,2.5pM,2014,train
2648,2.5pM,2014,train
2649,2.5pM,2014,train
2650,2.5pM,2014,train
2651,2.5pM,2014,train
2652,2.5pM,2014,train
2653,2.5pM,2014,train
2654,2.5pM,2014,train
2655,2.5pM,2014,train
2656,2.5pM,2014,train
2657,2.5pM,2014,train
2658,2.5pM,2014,train
2659,2.5pM,2014,train
2660,2.5pM,2014,train
2661,2.5pM,2014,train
2662,2.5pM,2014,train
2663,2.5pM,2014,test
2664,2.5pM,2014,train
2665,2.5pM,2014,train
2666,2.5pM,2014,train
2667,2.5pM,2014,train
2668,2.5pM,2014,test
2669,2.5pM,2014,train
2670,2.5pM,2014,train
2671,2.5pM,2014,train
2672,2.5pM,2014,train
2673,2.5pM,2014,train
2674,2.5pM,2014,test
2675,2.5pM,2014,train
2676,2.5pM,2014,train
2677,2.5pM,2014,validate
2678,2.5pM,2014,validate
2679,2.5pM,2014,train
2680,2.5pM,2014,validate
2681,2.5pM,2014,train
2682,2.5pM,2014,train
2683,2.5pM,2014,validate
2684,2.5pM,2014,train
2685,2.5pM,2014,train
2686,2.5pM,2014,train
2687,2.5pM,2014,train
2688,2.5pM,2014,train
2689,2.5pM,2014,train
2690,2.5pM,2014,train
2691,2.5pM,2014,train
2692,2.5pM,2014,validate
2693,2.5pM,2014,train
2694,2.5pM,2014,train
2695,2.5pM,2014,train
2696,2.5pM,2014,train
2697,2.5pM,2014,train
2698,2.5pM,2014,train
2699,2.5pM,2014,train
2700,2.5pM,2014,train
2701,2.5pM,2014,train
2702,2.5pM,2014,train
2703,2.5pM,2014,train
2704,2.5pM,2014,train
2705,2.5pM,2014,test
2706,2.5pM,2014,test
2707,2.5pM,2014,train
2708,2.5pM,2014,train
2709,2.5pM,2014,validate
2710,2.5pM,2014,test
2711,2.5pM,2014,train
2712,2.5pM,2014,train
2713,2.5pM,2014,train
2714,2.5pM,2014,validate
2715,2.5pM,2014,test
2716,2.5pM,2014,train
2717,2.5pM,2014,train
2718,2.5pM,2014,train
2719,2.5pM,2014,train
2720,2.5pM,2014,train
2721,2.5pM,2014,train
2722,2.5pM,2014,validate
2723,2.5pM,2014,test
2724,2.5pM,2014,train
2725,2.5pM,2014,train
2726,2.5pM,2014,validate
2727,2.5pM,2014,train
2728,2.5pM,2014,train
2729,2.5pM,2014,test
2730,2.5pM,2014,train
2731,2.5pM,2014,train
2732,2.5pM,2014,train
2733,2.5pM,2014,train
2734,2.5pM,2014,train
2735,2.5pM,2014,train
2736,2.5pM,2014,train
2737,2.5pM,2014,train
2738,2.5pM,2014,test
2739,2.5pM,2014,train
2740,2.5pM,2014,train
2741,2.5pM,2014,test
2742,2.5pM,2014,train
2743,2.5pM,2014,train
2744,2.5pM,2014,train
2745,2.5pM,2014,validate
2746,2.5pM,2014,train
2747,2.5pM,2014,test
2748,2.5pM,2014,validate
2749,2.5pM,2014,train
2750,2.5pM,2014,train
2751,2.5pM,2014,train
2752,2.5pM,2014,train
2753,2.5pM,2014,validate
2754,2.5pM,2014,train
2755,2.5pM,2014,train
2756,2.5pM,2014,validate
2757,2.5pM,2014,train
2758,2.5pM,2014,train
2759,2.5pM,2014,test
2760,2.5pM,2014,train
2761,2.5pM,2014,train
2762,2.5pM,2014,train
2763,2.5pM,2014,train
2764,2.5pM,2014,train
2765,2.5pM,2014,validate
2766,2.5pM,2014,test
2767,2.5pM,2014,train
2768,2.5pM,2014,train
2769,2.5pM,2014,train
2770,2.5pM,2014,train
2771,2.5pM,2014,train
2772,2.5pM,2014,train
2773,2.5pM,2014,train
2774,2.5pM,2014,train
2775,2.5pM,2014,train
2776,2.5pM,2014,train
2777,2.5pM,2014,train
2778,2.5pM,2014,test
2779,2.5pM,2014,train
2780,2.5pM,2014,train
2781,2.5pM,2014,train
2782,2.5pM,2014,train
2783,2.5pM,2014,train
2784,2.5pM,2014,test
2785,2.5pM,2014,train
2786,2.5pM,2014,train
2787,2.5pM,2014,train
2788,2.5pM,2014,train
2789,2.5pM,2014,validate
2790,2.5pM,2014,test
2791,2.5pM,2014,test
2792,2.5pM,2014,train
2793,2.5pM,2014,validate
2794,2.5pM,2014,validate
2795,2.5pM,2014,train
2796,2.5pM,2014,validate
2797,2.5pM,2014,train
2798,2.5pM,2014,train
2799,2.5pM,2014,train
2800,2.5pM,2014,train
2801,2.5pM,2014,test
2802,2.5pM,2014,train
2803,2.5pM,2014,train
2804,2.5pM,2014,test
2805,2.5pM,2014,test
2806,2.5pM,2014,train
2807,2.5pM,2014,test
2808,2.5pM,2014,validate
2809,2.5pM,2014,train
2810,2.5pM,2014,train
2811,2.5pM,2014,train
2812,2.5pM,2014,train
2813,2.5pM,2014,train
2814,2.5pM,2014,train
2815,2.5pM,2014,test
2816,2.5pM,2014,train
2817,2.5pM,2014,train
2818,2.5pM,2014,validate
2819,2.5pM,2014,train
2820,2.5pM,2014,train
2821,2.5pM,2014,train
2822,2.5pM,2014,train
2823,2.5pM,2014,train
2824,2.5pM,2014,train
2825,2.5pM,2014,train
2826,2.5pM,2014,train
2827,2.5pM,2014,train
2828,2.5pM,2014,train
2829,2.5pM,2014,train
2830,2.5pM,2014,train
2831,2.5pM,2014,train
2832,2.5pM,2014,train
2833,2.5pM,2014,train
2834,2.5pM,2014,train
2835,2.5pM,2014,train
2836,2.5pM,2014,train
2837,2.5pM,2014,train
2838,2.5pM,2014,train
2839,2.5pM,2014,train
2840,2.5pM,2014,train
2841,2.5pM,2014,train
2842,2.5pM,2014,train
2843,2.5pM,2014,train
2844,2.5pM,2014,train
2845,2.5pM,2014,train
2846,2.5pM,2014,train
2847,2.5pM,2014,train
2848,2.5pM,2014,train
2849,2.5pM,2014,train
2850,2.5pM,2014,train
2851,2.5pM,2014,validate
2852,2.5pM,2014,validate
2853,2.5pM,2014,validate
2854,2.5pM,2014,train
2855,2.5pM,2014,train
2856,2.5pM,2014,train
2857,2.5pM,2014,train
2858,2.5pM,2014,train
2859,2.5pM,2014,train
2860,2.5pM,2014,train
2861,2.5pM,2014,train
2862,2.5pM,2014,train
2863,2.5pM,2014,train
2864,2.5pM,2014,train
2865,2.5pM,2014,train
2866,2.5pM,2014,validate
2867,2.5pM,2014,train
2868,2.5pM,2014,train
2869,2.5pM,2014,validate
2870,2.5pM,2014,train
2871,2.5pM,2014,train
2872,2.5pM,2014,train
2873,2.5pM,2014,test
2874,2.5pM,2014,train
2875,2.5pM,2014,test
2876,2.5pM,2014,train
2877,5pM,2013,train
2878,5pM,2013,train
2879,5pM,2013,train
2880,5pM,2013,train
2881,5pM,2013,train
2882,5pM,2013,train
2883,5pM,2013,train
2884,5pM,2013,train
2885,5pM,2013,train
2886,5pM,2013,train
2887,5pM,2013,train
2888,5pM,2013,test
2889,5pM,2013,train
2890,5pM,2013,train
2891,5pM,2013,test
2892,5pM,2013,train
2893,5pM,2013,validate
2894,5pM,2013,train
2895,5pM,2013,train
2896,5pM,2013,train
2897,5pM,2013,train
2898,5pM,2013,train
2899,5pM,2013,train
2900,5pM,2013,validate
2901,5pM,2013,train
2902,5pM,2013,train
2903,5pM,2013,train
2904,5pM,2013,train
2905,5pM,2013,validate
2906,5pM,2013,train
2907,5pM,2013,train
2908,5pM,2013,train
2909,5pM,2013,train
2910,5pM,2013,train
2911,5pM,2013,train
2912,5pM,2013,train
2913,5pM,2013,train
2914,5pM,2013,test
2915,5pM,2013,train
2916,5pM,2013,train
2917,5pM,2013,train
2918,5pM,2013,train
2919,5pM,2013,train
2920,5pM,2013,train
2921,5pM,2013,train
2922,5pM,2013,train
2923,5pM,2013,validate
2924,5pM,2013,train
2925,5pM,2013,train
2926,5pM,2013,train
2927,5pM,2013,train
2928,5pM,2013,train
2929,5pM,2013,train
2930,5pM,2013,train
2931,5pM,2013,train
2932,5pM,2013,train
2933,5pM,2013,train
2934,5pM,2013,validate
2935,5pM,2013,test
2936,5pM,2013,test
2937,5pM,2013,train
2938,5pM,2013,train
2939,5pM,2013,train
2940,5pM,2013,train
2941,5pM,2013,train
2942,5pM,2013,train
2943,5pM,2013,train
2944,5pM,2013,validate
2945,5pM,2013,train
2946,5pM,2013,train
2947,5pM,2013,train
2948,5pM,2013,train
2949,5pM,2013,train
2950,5pM,2013,train
2951,5pM,2013,train
2952,5pM,2013,train
2953,5pM,2013,train
2954,5pM,2013,train
2955,5pM,2013,train
2956,5pM,2013,train
2957,5pM,2013,validate
2958,5pM,2013,train
2959,5pM,2013,train
2960,5pM,2013,train
2961,5pM,2013,train
2962,5pM,2013,train
2963,5pM,2013,train
2964,5pM,2013,train
2965,5pM,2013,validate
2966,5pM,2013,train
2967,5pM,2013,train
2968,5pM,2013,train
2969,5pM,2013,train
2970,5pM,2013,train
2971,5pM,2013,train
2972,5pM,2013,train
2973,5pM,2013,validate
2974,5pM,2013,train
2975,5pM,2013,test
2976,5pM,2013,validate
2977,5pM,2013,train
2978,5pM,2013,train
2979,5pM,2013,train
2980,5pM,2013,train
2981,5pM,2013,train
2982,5pM,2013,train
2983,5pM,2013,validate
2984,5pM,2013,train
2985,5pM,2013,validate
2986,5pM,2013,train
2987,5pM,2013,validate
2988,5pM,2013,validate
2989,5pM,2013,train
2990,5pM,2013,train
2991,5pM,2013,train
2992,5pM,2013,train
2993,5pM,2013,test
2994,5pM,2013,train
2995,5pM,2013,train
2996,5pM,2013,train
2997,5pM,2013,train
2998,5pM,2013,train
2999,5pM,2013,test
3000,5pM,2013,train
3001,5pM,2013,train
3002,5pM,2013,train
3003,5pM,2013,test
3004,5pM,2013,train
3005,5pM,2013,train
3006,5pM,2013,train
3007,5pM,2013,test
3008,5pM,2013,train
3009,5pM,2013,train
3010,5pM,2013,validate
3011,5pM,2013,train
3012,5pM,2013,train
3013,5pM,2013,train
3014,5pM,2013,train
3015,5pM,2013,train
3016,5pM,2013,train
3017,5pM,2013,train
3018,5pM,2013,train
3019,5pM,2013,train
3020,5pM,2013,test
3021,5pM,2013,train
3022,5pM,2013,train
3023,5pM,2013,test
3024,5pM,2013,train
3025,5pM,2013,train
3026,5pM,2013,train
3027,5pM,2013,train
3028,5pM,2013,test
3029,5pM,2013,test
3030,5pM,2013,train
3031,5pM,2013,train
3032,5pM,2013,train
3033,5pM,2013,train
3034,5pM,2013,train
3035,5pM,2013,validate
3036,5pM,2013,train
3037,5pM,2013,train
3038,5pM,2013,train
3039,5pM,2013,validate
3040,5pM,2013,train
3041,5pM,2013,train
3042,5pM,2013,train
3043,5pM,2013,validate
3044,5pM,2013,train
3045,5pM,2013,train
3046,5pM,2013,train
3047,5pM,2013,train
3048,5pM,2013,validate
3049,5pM,2013,train
3050,5pM,2013,train
3051,5pM,2013,train
3052,5pM,2013,test
3053,5pM,2013,train
3054,5pM,2013,train
3055,5pM,2013,test
3056,5pM,2013,train
3057,5pM,2013,train
3058,5pM,2013,test
3059,5pM,2013,train
3060,5pM,2013,train
3061,5pM,2013,train
3062,5pM,2013,validate
3063,5pM,2013,train
3064,5pM,2013,test
3065,5pM,2013,train
3066,5pM,2013,train
3067,5pM,2013,validate
3068,5pM,2013,train
3069,5pM,2013,validate
3070,5pM,2013,train
3071,5pM,2013,train
3072,5pM,2013,train
3073,5pM,2013,train
3074,5pM,2013,train
3075,5pM,2013,test
3076,5pM,2013,train
3077,5pM,2013,test
3078,5pM,2013,train
3079,5pM,2013,train
3080,5pM,2013,test
3081,5pM,2013,train
3082,5pM,2013,train
3083,5pM,2013,train
3084,5pM,2013,train
3085,5pM,2013,validate
3086,5pM,2013,train
3087,5pM,2013,train
3088,5pM,2013,test
3089,5pM,2013,train
3090,5pM,2013,train
3091,5pM,2013,train
3092,5pM,2013,train
3093,5pM,2013,test
3094,5pM,2013,train
3095,5pM,2013,train
3096,5pM,2013,train
3097,5pM,2013,validate
3098,5pM,2013,train
3099,5pM,2013,train
3100,5pM,2013,train
3101,5pM,2013,train
3102,5pM,2013,train
3103,5pM,2013,train
3104,5pM,2013,train
3105,5pM,2013,train
3106,5pM,2013,train
3107,5pM,2013,train
3108,5pM,2013,train
3109,5pM,2013,test
3110,5pM,2013,train
3111,5pM,2013,validate
3112,5pM,2013,train
3113,5pM,2013,train
3114,5pM,2013,test
3115,5pM,2013,train
3116,5pM,2013,train
3117,5pM,2013,test
3118,5pM,2013,train
3119,5pM,2013,train
3120,5pM,2013,train
3121,5pM,2013,train
3122,5pM,2013,train
3123,5pM,2013,train
3124,5pM,2013,train
3125,5pM,2013,validate
3126,5pM,2013,train
3127,5pM,2013,train
3128,5pM,2013,train
3129,5pM,2013,train
3130,5pM,2013,train
3131,5pM,2013,train
3132,5pM,2013,train
3133,5pM,2013,validate
3134,5pM,2013,train
3135,5pM,2013,test
3136,5pM,2013,train
3137,5pM,2013,test
3138,5pM,2013,train
3139,5pM,2013,train
3140,5pM,2013,train
3141,5pM,2013,train
3142,5pM,2013,train
3143,5pM,2013,train
3144,5pM,2013,train
3145,5pM,2013,train
3146,5pM,2013,train
3147,5pM,2013,test
3148,5pM,2013,train
3149,5pM,2013,train
3150,5pM,2013,train
3151,5pM,2013,validate
3152,5pM,2013,train
3153,5pM,2013,train
3154,5pM,2013,validate
3155,5pM,2013,train
3156,5pM,2013,train
3157,5pM,2013,train
3158,5pM,2013,train
3159,5pM,2013,train
3160,5pM,2013,train
3161,5pM,2013,train
3162,5pM,2013,train
3163,5pM,2013,train
3164,5pM,2013,train
3165,5pM,2013,train
3166,5pM,2013,validate
3167,5pM,2013,train
3168,5pM,2013,train
3169,5pM,2013,test
3170,5pM,2013,train
3171,5pM,2013,train
3172,5pM,2014,train
3173,5pM,2014,train
3174,5pM,2014,train
3175,5pM,2014,train
3176,5pM,2014,train
3177,5pM,2014,train
3178,5pM,2014,train
3179,5pM,2014,test
3180,5pM,2014,train
3181,5pM,2014,train
3182,5pM,2014,train
3183,5pM,2014,train
3184,5pM,2014,train
3185,5pM,2014,train
3186,5pM,2014,train
3187,5pM,2014,train
3188,5pM,2014,train
3189,5pM,2014,train
3190,5pM,2014,test
3191,5pM,2014,train
3192,5pM,2014,train
3193,5pM,2014,train
3194,5pM,2014,train
3195,5pM,2014,validate
3196,5pM,2014,train
3197,5pM,2014,validate
3198,5pM,2014,train
3199,5pM,2014,train
3200,5pM,2014,train
3201,5pM,2014,train
3202,5pM,2014,train
3203,5pM,2014,train
3204,5pM,2014,validate
3205,5pM,2014,train
3206,5pM,2014,train
3207,5pM,2014,train
3208,5pM,2014,train
3209,5pM,2014,train
3210,5pM,2014,test
3211,5pM,2014,train
3212,5pM,2014,train
3213,5pM,2014,test
3214,5pM,2014,train
3215,5pM,2014,validate
3216,5pM,2014,train
3217,5pM,2014,train
3218,5pM,2014,test
3219,5pM,2014,train
3220,5pM,2014,train
3221,5pM,2014,train
3222,5pM,2014,validate
3223,5pM,2014,train
3224,5pM,2014,train
3225,5pM,2014,test
3226,5pM,2014,train
3227,5pM,2014,train
3228,5pM,2014,test
3229,5pM,2014,train
3230,5pM,2014,train
3231,5pM,2014,train
3232,5pM,2014,train
3233,5pM,2014,train
3234,5pM,2014,train
3235,5pM,2014,train
3236,5pM,2014,train
3237,5pM,2014,train
3238,5pM,2014,train
3239,5pM,2014,train
3240,5pM,2014,train
3241,5pM,2014,train
3242,5pM,2014,test
3243,5pM,2014,train
3244,5pM,2014,train
3245,5pM,2014,train
3246,5pM,2014,train
3247,5pM,2014,train
3248,5pM,2014,train
3249,5pM,2014,train
3250,5pM,2014,test
3251,5pM,2014,validate
3252,5pM,2014,train
3253,5pM,2014,train
3254,5pM,2014,train
3255,5pM,2014,train
3256,5pM,2014,test
3257,5pM,2014,train
3258,5pM,2014,train
3259,5pM,2014,validate
3260,5pM,2014,train
3261,5pM,2014,train
3262,5pM,2014,train
3263,5pM,2014,train
3264,5pM,2014,test
3265,5pM,2014,train
3266,5pM,2014,train
3267,5pM,2014,validate
3268,5pM,2014,test
3269,5pM,2014,test
3270,5pM,2014,train
3271,5pM,2014,train
3272,5pM,2014,train
3273,5pM,2014,train
3274,5pM,2014,test
3275,5pM,2014,train
3276,5pM,2014,train
3277,5pM,2014,train
3278,5pM,2014,validate
3279,5pM,2014,train
3280,5pM,2014,train
3281,5pM,2014,train
3282,5pM,2014,train
3283,5pM,2014,train
3284,5pM,2014,validate
3285,5pM,2014,train
3286,5pM,2014,train
3287,5pM,2014,test
3288,5pM,2014,validate
3289,5pM,2014,train
3290,5pM,2014,train
3291,5pM,2014,train
3292,5pM,2014,train
3293,5pM,2014,validate
3294,5pM,2014,test
3295,5pM,2014,train
3296,5pM,2014,train
3297,5pM,2014,train
3298,5pM,2014,train
3299,5pM,2014,train
3300,5pM,2014,train
3301,5pM,2014,train
3302,5pM,2014,train
3303,5pM,2014,test
3304,5pM,2014,train
3305,5pM,2014,train
3306,5pM,2014,train
3307,5pM,2014,train
3308,5pM,2014,train
3309,5pM,2014,train
3310,5pM,2014,train
3311,5pM,2014,train
3312,5pM,2014,train
3313,5pM,2014,validate
3314,5pM,2014,train
3315,5pM,2014,train
3316,5pM,2014,train
3317,5pM,2014,train
3318,5pM,2014,train
3319,5pM,2014,train
3320,5pM,2014,train
3321,5pM,2014,train
3322,5pM,2014,train
3323,5pM,2014,train
3324,5pM,2014,test
3325,5pM,2014,train
3326,5pM,2014,train
3327,5pM,2014,train
3328,5pM,2014,validate
3329,5pM,2014,train
3330,5pM,2014,train
3331,5pM,2014,train
3332,5pM,2014,test
3333,5pM,2014,train
3334,5pM,2014,validate
3335,5pM,2014,train
3336,5pM,2014,train
3337,5pM,2014,train
3338,5pM,2014,train
3339,5pM,2014,train
3340,5pM,2014,train
3341,5pM,2014,train
3342,5pM,2014,train
3343,5pM,2014,train
3344,5pM,2014,train
3345,5pM,2014,train
3346,5pM,2014,test
3347,5pM,2014,train
3348,5pM,2014,train
3349,5pM,2014,train
3350,5pM,2014,train
3351,5pM,2014,train
3352,5pM,2014,train
3353,5pM,2014,train
3354,5pM,2014,train
3355,5pM,2014,validate
3356,5pM,2014,train
3357,5pM,2014,validate
3358,5pM,2014,validate
3359,5pM,2014,train
3360,5pM,2014,train
3361,5pM,2014,train
3362,5pM,2014,train
3363,5pM,2014,train
3364,5pM,2014,train
3365,5pM,2014,train
3366,5pM,2014,train
3367,5pM,2014,validate
3368,5pM,2014,train
3369,5pM,2014,train
3370,5pM,2014,train
3371,5pM,2014,train
3372,5pM,2014,train
3373,5pM,2014,train
3374,5pM,2014,train
3375,5pM,2014,validate
3376,5pM,2014,train
3377,5pM,2014,train
3378,5pM,2014,train
3379,5pM,2014,train
3380,5pM,2014,test
3381,5pM,2014,test
3382,5pM,2014,validate
3383,5pM,2014,train
3384,5pM,2014,train
3385,5pM,2014,validate
3386,5pM,2014,train
3387,5pM,2014,test
3388,5pM,2014,train
3389,5pM,2014,validate
3390,5pM,2014,test
3391,5pM,2014,train
3392,5pM,2014,train
3393,5pM,2014,train
3394,5pM,2014,validate
3395,5pM,2014,train
3396,5pM,2014,train
3397,5pM,2014,train
3398,5pM,2014,train
3399,5pM,2014,train
3400,5pM,2014,train
3401,5pM,2014,train
3402,5pM,2014,validate
3403,5pM,2014,train
3404,5pM,2014,train
3405,5pM,2014,train
3406,5pM,2014,train
3407,5pM,2014,test
3408,5pM,2014,train
3409,5pM,2014,train
3410,5pM,2014,train
3411,5pM,2014,train
3412,5pM,2014,train
3413,5pM,2014,train
3414,5pM,2014,validate
3415,5pM,2014,train
3416,5pM,2014,train
3417,5pM,2014,train
3418,5pM,2014,train
3419,5pM,2014,train
3420,5pM,2014,train
3421,5pM,2014,validate
3422,5pM,2014,train
3423,5pM,2014,train
3424,5pM,2014,train
3425,5pM,2014,train
3426,5pM,2014,train
3427,5pM,2014,train
3428,5pM,2014,test
3429,5pM,2014,train
3430,5pM,2014,train
3431,5pM,2014,validate
3432,5pM,2014,train
3433,5pM,2014,test
3434,5pM,2014,train
3435,5pM,2014,train
3436,5pM,2014,train
3437,5pM,2014,train
3438,5pM,2014,train
3439,5pM,2014,train
